company_rating,job_title,job_location,company_industry,company_size,company_type,company_sector,company_career_opportunities_rating,company_comp_and_benefits_rating,company_culture_and_values_rating,company_work/life_balance_rating,reviews_by_same_job_pros,reviews_by_same_job_cons,employee_benefit_reviews
4,Inventory Analyst,"New York, NY",Enterprise Software & Network Solutions,201 to 500 Employees,Company - Private,Information Technology,3.4,3.4,3.9,4.3,"[""Good people was once a great culture""]","[""Poor management and Low Salary""]","[""It was affordable for me and my family!\n"",""Work-life balance with the hybrid schedule  "",""Best: unlimited PTO policy\nWorst: Recently switched insurance carriers and premiums are high""]"
4.1,Head of Customer Success,"New York, NY",Internet & Web Services,1 to 50 Employees,Company - Private,Information Technology,4.2,4,4,3.6,"[""The company culture is so positive and everyone brings an enthusiasm to solve problems with a customer focus.""]",[],"[""Great benefits for a startup! 401K match is awesome (if you contribute 5%, they match 4%). Also appreciate they offer HSA. \n"",""Its good -- unlimited PTO"",""401 K, Health Insurance is expensive!""]"
4.2,Mid-Level Engineers/Scientists/Technicians,"Raleigh, NC",Business Consulting,501 to 1000 Employees,Company - Private,Management & Consulting,3.6,3.6,4.4,3.9,"[""The people at ERG are amazing, they are nice and helpful and won't mind giving you pointers.""]",[],"[""Company 401k contribution doesn't need a match."",""10 of the 11 work holiday plus 2 total weeks per year. Not the best but low industry standard"",""Affordable health insurance with the option to add a domestic partner is a great perk! ""]"
3.7,Financial Analyst II,"Rochester, NY",Colleges & Universities,10000+ Employees,Company - Private,Education,3.6,3.2,3.7,3.6,"[""Management was great, accommodating and presented opportunities for advancement and to learn new skills."",""The benefits are cheap but the deductible is high so...find out where the worth is."",""Pay is decent, training is fairly efficient."",""warm welcoming culture""]","[""Some management are not so cool."",""Pay and job mobility are bad."",""Benefits are not that wonderful (I have had WAY better in the past) and the PTO/ vacation time is sub par."",""cruddy training, watch and learn only works for some people, and learning under pressure while a patient waits is very stressful.""]","[""Good health and dental insurance "",""Good health and dental insurance "",""best-paid time off\nworst-not sure""]"
3.1,"Fermentation Pilot Plant Engineer, Dec","Decatur, IL",Catering & Food Service Contractors,Unknown,Company - Public,Restaurants & Food Service,2.5,3.8,2.8,2.2,"[""Good place to learn process skills in a chemical operations environment."",""Good Pay, Good Benefits."",""Good Pay, decent benefits, decent coworkers""]","[""Rotating Shift Schedules are not for everyone and can take time adjusting to""]","[""Improved PTO and parental leave policies"",""Fine hours and health care"",""Insurance is not very good""]"
4.1,Software Engineer,"Redwood City, CA",Enterprise Software & Network Solutions,10000+ Employees,Company - Public,Information Technology,3.8,4,4.2,4,"[""Good culture Flexible Good work life balance"",""Good salary, even if you don't have any knowledge or experience about the work before."",""Too few to list Notice that all the favorable reviews recently are by majority of managers and directors?"",""Good culture, chance to learn new tech stack"",""Benefits and welfare are good and sufficient""]","[""No work life balance"",""low salary"",""There are good managers and above, who are very supportive, but good TLs are few and far between."",""The whole culture is bad,"",""Diminished benefit Very little leaves Hard to convert to perm staff""]","[""Benefits are equinix are incredible"",""Great Place to be all times"",""Good health benefits, 401K, espp,etc. not much else""]"
3.4,"Software Engineer, Platform - Full-Stack","Redwood City, CA",Enterprise Software & Network Solutions,501 to 1000 Employees,Company - Public,Information Technology,3.6,4,3.1,2.7,"[""Smart people from top schools"",""Solid product with a great culture"",""Best Workplace Challenging work Competitive salary"",""Perks were incredible, work from home as much as you want and pretty much did my own hours."",""The job offer is good and the benefits are too.""]","[""C3 AI has a culture of hard work, which unfortunately for many (not all) leads to heavy burnout."",""no work from home, even after multiple people got covid in the office"",""Benefits need to be more family friendly to compete for more senior positions.""]","[""15 PTOs, 5 sick days annually"",""Good work benifits with free lunch and happy hour."",""Free lunches, employee stock purchase program""]"
3.6,"Director, Vendor Management","Shakopee, MN",Computer Hardware Development,1001 to 5000 Employees,Company - Private,Information Technology,3.4,3.7,3.7,3.7,"[""Extraordinary career opportunities across the globe"",""Good benefits.""]","[""They brought their horrible culture with them and have built a team where only former NCR managers are the shot callers."",""Corporate politics, lack of flexibility, too sales centric, leaders only care about bottom line, sales treats colleagues like trash and never held accountable, acquisitions are poorly handled, IT support is non"",""Former NCR management has taken over sales and service.""]","[""Not flexible by experience on PTO is strictly tenure based"",""401k match, Paid Time Off"",""Very good PTO policy and health insurance.""]"
4,Technical Product Manager - Vice President - Platform,"London, England",Banking & Lending,10000+ Employees,Company - Public,Financial Services,4,3.9,3.9,3.7,"[""Benefits are good and a wealth of knowledge"",""Work life balance is good"",""Great culture and team environment."",""1. Good pay"",""Great People and""]","[""No Benefits in comparison to tech culture"",""No work life balance"",""The culture is toxic and combative."",""Low pay; not competitive with market"",""Though managers are increasingly taking a more liberal view of this policy The 3 days in the office have caused a lot of very talented people to leave and talented developers are not joining.""]","[""good benefits, generous amount of vacation time for new hires, 401k, perks out side of work."",""Great benefits package as is expected from a company this size. Industry standard across bulge bracket banks\n"",""Best is that they offer them. Worst is the cost ""]"
3.5,Sr. Multi-Function Engineer,"Atlanta, GA",Film Production,10000+ Employees,Company - Public,Media & Communication,3.1,3.6,3.4,3.5,"[""Work life balance is good"",""Good benefit and lift balance."",""Decent pay"",""Good culture and flexible policy"",""Fun and fast Paced with great people.""]","[""Work life balance is average"",""Little career guidance No big benefits"",""Low pay considering the current economy."",""After merger, work culture became bad with micro managing by managers"",""Experienced people leaving in droves.""]","[""Free movie screenings every now and then "",""The benefits were amazing! From discounted telephone and cable services, to matching 401(k), to paid infertility treatments - I couldn't have asked for more. "",""various options, competitive but not top of the line like other media or tech companies ""]"
3.4,Business Analyst,"New York, NY",Broadcast Media,10000+ Employees,Company - Public,Media & Communication,3,2.7,3.4,3.5,"[""great people"",""Great opportunity to learn and grow""]","[""Low Pay and kind of boring."",""Income management, meaning they don't want you to make to much money because they think it will kill your motivation to hustle."",""Work environment is fast""]","[""Great perks.\nCould have improvements "",""Health coverage is expensive. I was better off with Covered California."",""reasonable pricing on insurance options""]"
3.5,"Product Manager, International","London, England",Investment & Asset Management,1001 to 5000 Employees,Company - Public,Financial Services,3.1,3.9,3.6,3.6,"[""Nice people Not a lot of politics"",""Competitive compensation"",""good benefits and pay and growth too""]","[""IC PMs really bear the brunt of work here, as well as the blame for anything that isn't perfect, with very little accountability from the managers."",""Very very bad work culture and leadership.""]","[""Good health insurance with 💯 covered for employees "",""Health insurance and quarterly wellness stipend are great."",""They offer great wellness benefits, including reimbursement of gym equipment.""]"
